cells,time,name,model_name
0.0,0.0,1.0,null_model
4.414130332611487e-07,0.1,1.0,null_model
0.0001821005963530957,0.2,1.0,null_model
0.004260883840028899,0.30000000000000004,1.0,null_model
0.03094595861828928,0.4,1.0,null_model
0.11893212621559188,0.5,1.0,null_model
0.30695649736964736,0.6000000000000001,1.0,null_model
0.604544539236758,0.7000000000000001,1.0,null_model
0.9811885107440399,0.8,1.0,null_model
1.3799194915096336,0.9,1.0,null_model
1.741249338925994,1.0,1.0,null_model
2.0219743352649973,1.1,1.0,null_model
2.2023727349468643,1.2000000000000002,1.0,null_model
2.2836151303426773,1.3,1.0,null_model
2.2804409950531923,1.4000000000000001,1.0,null_model
2.213485678834847,1.5,1.0,null_model
2.10357627100302,1.6,1.0,null_model
1.9685198089165505,1.7000000000000002,1.0,null_model
1.8219214456304265,1.8,1.0,null_model
1.6732766632394058,1.9000000000000001,1.0,null_model
1.5286719437741079,2.0,1.0,null_model
1.3916485873533337,2.1,1.0,null_model
1.2639921490820778,2.2,1.0,null_model
1.1463558781236731,2.3000000000000003,1.0,null_model
1.0387090059661417,2.4000000000000004,1.0,null_model
0.9406375822834582,2.5,1.0,null_model
0.8515351724411122,2.6,1.0,null_model
0.77071781473553,2.7,1.0,null_model
0.6974896793446765,2.8000000000000003,1.0,null_model
0.6311783379159819,2.9000000000000004,1.0,null_model
0.5711519987829704,3.0,1.0,null_model
0.5168264808941486,3.1,1.0,null_model
0.4676665882217541,3.2,1.0,null_model
0.4231846203705041,3.3000000000000003,1.0,null_model
0.3829375106904272,3.4000000000000004,1.0,null_model
0.34652344272144886,3.5,1.0,null_model
0.31357836286870017,3.6,1.0,null_model
0.28377258932991445,3.7,1.0,null_model
0.25680768670491166,3.8000000000000003,1.0,null_model
0.23241346532640195,3.9000000000000004,1.0,null_model
0.21034544499172333,4.0,1.0,null_model
0.19038224299494827,4.1000000000000005,1.0,null_model
0.17232355025261237,4.2,1.0,null_model
0.15598803323521937,4.3,1.0,null_model
0.14121155914518835,4.4,1.0,null_model
0.12784555652195514,4.5,1.0,null_model
0.11575555075620071,4.6000000000000005,1.0,null_model
0.10481980590292626,4.7,1.0,null_model
0.09492814124745876,4.800000000000001,1.0,null_model
0.08598082727302173,4.9,1.0,null_model
0.07788759846368977,5.0,1.0,null_model
0.07056676049842933,5.1000000000000005,1.0,null_model
0.06394438062858443,5.2,1.0,null_model
0.057953556976562265,5.300000000000001,1.0,null_model
0.052533749885300865,5.4,1.0,null_model
0.04763019622196121,5.5,1.0,null_model
0.04319335008318953,5.6000000000000005,1.0,null_model
0.03917838801672836,5.7,1.0,null_model
0.035544784764075514,5.800000000000001,1.0,null_model
0.032255903303648775,5.9,1.0,null_model
0.029278595653539144,6.0,1.0,null_model
0.026582898207364175,6.1000000000000005,1.0,null_model
0.024141737206633623,6.2,1.0,null_model
0.02193066627427774,6.300000000000001,1.0,null_model
0.019927565533863566,6.4,1.0,null_model
0.018112456582046535,6.5,1.0,null_model
0.01646729734477166,6.6000000000000005,1.0,null_model
0.014975809563638705,6.7,1.0,null_model
0.013623257964701771,6.800000000000001,1.0,null_model
0.01239635241092292,6.9,1.0,null_model
0.011283095210107074,7.0,1.0,null_model
0.01027265101337943,7.1000000000000005,1.0,null_model
0.009355235676060579,7.2,1.0,null_model
0.00852201276059908,7.300000000000001,1.0,null_model
0.007764999770051281,7.4,1.0,null_model
0.00707700488136131,7.5,1.0,null_model
0.006451534772915488,7.6000000000000005,1.0,null_model
0.0058827085834487055,7.7,1.0,null_model
0.00536522391754218,7.800000000000001,1.0,null_model
0.004894288465661073,7.9,1.0,null_model
0.004465571295293677,8.0,1.0,null_model
0.004075177446673025,8.1,1.0,null_model
0.0037195702099627297,8.200000000000001,1.0,null_model
0.0033955178845754296,8.3,1.0,null_model
0.003100146888979822,8.4,1.0,null_model
0.0028308383743963377,8.5,1.0,null_model
0.002585229269950254,8.6,1.0,null_model
0.002361173203410939,8.700000000000001,1.0,null_model
0.0021567331341894227,8.8,1.0,null_model
0.0019701530106022527,8.9,1.0,null_model
0.0017998274773971396,9.0,1.0,null_model
0.001644305922093345,9.1,1.0,null_model
0.0015022770829597786,9.200000000000001,1.0,null_model
0.0013725494033839576,9.3,1.0,null_model
0.0012540319042586184,9.4,1.0,null_model
0.00114575326315114,9.5,1.0,null_model
0.001046853371582233,9.600000000000001,1.0,null_model
0.0009564434882725218,9.700000000000001,1.0,null_model
0.0008738118936237921,9.8,1.0,null_model
0.0007982988631316168,9.9,1.0,null_model
0.0,0.0,1.0476157527896648,null_model
4.414130332611487e-07,0.1,1.0476157527896648,null_model
0.00018210059635309568,0.2,1.0476157527896648,null_model
0.004260883840028897,0.30000000000000004,1.0476157527896648,null_model
0.030945958618289294,0.4,1.0476157527896648,null_model
0.11893212621559242,0.5,1.0476157527896648,null_model
0.30695649736965985,0.6000000000000001,1.0476157527896648,null_model
0.6045445392369151,0.7000000000000001,1.0476157527896648,null_model
0.9811885107453755,0.8,1.0476157527896648,null_model
1.3799194915179802,0.9,1.0476157527896648,null_model
1.7412493388614934,1.0,1.0476157527896648,null_model
2.021974335177693,1.1,1.0476157527896648,null_model
2.202372735733698,1.2000000000000002,1.0476157527896648,null_model
