param_val1,param_val2,readout,value,name,pname1,pname2
30.0,0.0,Area,24.524576472335784,Timer,beta_p,b
30.0,0.006896551724137932,Area,24.762310899564554,Timer,beta_p,b
30.0,0.013793103448275864,Area,25.020579711795264,Timer,beta_p,b
30.0,0.020689655172413796,Area,25.280027381379007,Timer,beta_p,b
30.0,0.027586206896551727,Area,25.88848530908528,Timer,beta_p,b
30.0,0.03448275862068966,Area,26.14701119511986,Timer,beta_p,b
30.0,0.04137931034482759,Area,26.406482805022947,Timer,beta_p,b
30.0,0.048275862068965524,Area,26.633389181223045,Timer,beta_p,b
30.0,0.055172413793103454,Area,26.748101679262316,Timer,beta_p,b
30.0,0.062068965517241385,Area,27.004051316895435,Timer,beta_p,b
30.0,0.06896551724137932,Area,27.501009583917615,Timer,beta_p,b
30.0,0.07586206896551725,Area,27.58017061662363,Timer,beta_p,b
30.0,0.08275862068965519,Area,28.019804702989504,Timer,beta_p,b
30.0,0.08965517241379312,Area,28.323090656219897,Timer,beta_p,b
30.0,0.09655172413793105,Area,28.454130421055215,Timer,beta_p,b
30.0,0.10344827586206898,Area,28.980431995153985,Timer,beta_p,b
30.0,0.11034482758620691,Area,29.857863717709712,Timer,beta_p,b
30.0,0.11724137931034484,Area,29.39743773470648,Timer,beta_p,b
30.0,0.12413793103448277,Area,29.69943191240717,Timer,beta_p,b
30.0,0.1310344827586207,Area,30.092388775049546,Timer,beta_p,b
30.0,0.13793103448275865,Area,30.292674427032853,Timer,beta_p,b
30.0,0.14482758620689656,Area,30.515238397405895,Timer,beta_p,b
30.0,0.1517241379310345,Area,31.049752265132714,Timer,beta_p,b
30.0,0.15862068965517243,Area,31.103221998661844,Timer,beta_p,b
30.0,0.16551724137931037,Area,31.422982709065657,Timer,beta_p,b
30.0,0.1724137931034483,Area,31.827720133450367,Timer,beta_p,b
30.0,0.17931034482758623,Area,32.320563434138435,Timer,beta_p,b
30.0,0.18620689655172415,Area,32.876561302150016,Timer,beta_p,b
30.0,0.1931034482758621,Area,32.91271995845707,Timer,beta_p,b
30.0,0.2,Area,33.377540856580566,Timer,beta_p,b
32.41379310344828,0.0,Area,30.576624978540753,Timer,beta_p,b
32.41379310344828,0.006896551724137932,Area,30.855642045510923,Timer,beta_p,b
32.41379310344828,0.013793103448275864,Area,31.134529666578647,Timer,beta_p,b
32.41379310344828,0.020689655172413796,Area,31.39144759062704,Timer,beta_p,b
32.41379310344828,0.027586206896551727,Area,31.709685920463752,Timer,beta_p,b
32.41379310344828,0.03448275862068966,Area,31.93282001478131,Timer,beta_p,b
32.41379310344828,0.04137931034482759,Area,32.152738991022055,Timer,beta_p,b
32.41379310344828,0.048275862068965524,Area,32.40641009066523,Timer,beta_p,b
32.41379310344828,0.055172413793103454,Area,32.71157164322732,Timer,beta_p,b
32.41379310344828,0.062068965517241385,Area,33.21734370492817,Timer,beta_p,b
32.41379310344828,0.06896551724137932,Area,33.62234494182459,Timer,beta_p,b
32.41379310344828,0.07586206896551725,Area,33.79645042615241,Timer,beta_p,b
32.41379310344828,0.08275862068965519,Area,34.222539931379856,Timer,beta_p,b
32.41379310344828,0.08965517241379312,Area,34.478042578936844,Timer,beta_p,b
32.41379310344828,0.09655172413793105,Area,34.758765647793105,Timer,beta_p,b
32.41379310344828,0.10344827586206898,Area,34.951184591544084,Timer,beta_p,b
32.41379310344828,0.11034482758620691,Area,35.414866444009306,Timer,beta_p,b
