param_val1,param_val2,readout,value,name,pname1,pname2
863.9999999999998,0.037,Area,40313871.43895568,Timer_IL2,up_il2,deg_myc
863.9999999999998,0.04064602225353966,Area,40313871.28063436,Timer_IL2,up_il2,deg_myc
863.9999999999998,0.044651327703655166,Area,40313871.57499786,Timer_IL2,up_il2,deg_myc
863.9999999999998,0.04905132052683402,Area,40313871.50909384,Timer_IL2,up_il2,deg_myc
863.9999999999998,0.053884893667546015,Area,40313871.44900336,Timer_IL2,up_il2,deg_myc
863.9999999999998,0.05919477262542415,Area,40313871.76879914,Timer_IL2,up_il2,deg_myc
863.9999999999998,0.06502789311962731,Area,40313871.301082596,Timer_IL2,up_il2,deg_myc
863.9999999999998,0.07143581596868023,Area,40313871.44615281,Timer_IL2,up_il2,deg_myc
863.9999999999998,0.07847518285304704,Area,40313871.28051029,Timer_IL2,up_il2,deg_myc
863.9999999999998,0.08620821698906876,Area,40313871.22266883,Timer_IL2,up_il2,deg_myc
863.9999999999998,0.09470327313988282,Area,40313870.3834927,Timer_IL2,up_il2,deg_myc
863.9999999999998,0.10403544182504651,Area,40313868.9332109,Timer_IL2,up_il2,deg_myc
863.9999999999998,0.11428721306966678,Area,40313863.184728235,Timer_IL2,up_il2,deg_myc
863.9999999999998,0.12554920556012714,Area,40313843.480816476,Timer_IL2,up_il2,deg_myc
863.9999999999998,0.13792096765165276,Area,40313761.97127098,Timer_IL2,up_il2,deg_myc
863.9999999999998,0.1515118573080757,Area,40313389.463907704,Timer_IL2,up_il2,deg_myc
863.9999999999998,0.16644200875186946,Area,40311391.44380834,Timer_IL2,up_il2,deg_myc
863.9999999999998,0.18284339436898187,Area,40298737.834003985,Timer_IL2,up_il2,deg_myc
863.9999999999998,0.2008609912549828,Area,40191152.974921,Timer_IL2,up_il2,deg_myc
863.9999999999998,0.22065406271400176,Area,39349481.784621686,Timer_IL2,up_il2,deg_myc
863.9999999999998,0.24239756603803378,Area,32082086.906802915,Timer_IL2,up_il2,deg_myc
863.9999999999998,0.2662836990104262,Area,13300240.612605589,Timer_IL2,up_il2,deg_myc
863.9999999999998,0.2925235988035848,Area,4707104.852993997,Timer_IL2,up_il2,deg_myc
863.9999999999998,0.3213492082880004,Area,1839726.367153312,Timer_IL2,up_il2,deg_myc
863.9999999999998,0.3530153262494977,Area,778942.9578448366,Timer_IL2,up_il2,deg_myc
863.9999999999998,0.38780185963723374,Area,356345.7233525457,Timer_IL2,up_il2,deg_myc
863.9999999999998,0.42601629775078537,Area,174935.34535532282,Timer_IL2,up_il2,deg_myc
863.9999999999998,0.4679964302364594,Area,91431.33556992901,Timer_IL2,up_il2,deg_myc
863.9999999999998,0.5141133329180608,Area,50761.03758241853,Timer_IL2,up_il2,deg_myc
863.9999999999998,0.5647746478548363,Area,29638.052980938926,Timer_IL2,up_il2,deg_myc
863.9999999999998,0.6204281866200727,Area,18187.129435400107,Timer_IL2,up_il2,deg_myc
863.9999999999998,0.6815658886508846,Area,11656.283302481883,Timer_IL2,up_il2,deg_myc
863.9999999999998,0.7487281696583079,Area,7779.251786959967,Timer_IL2,up_il2,deg_myc
863.9999999999998,0.8225086985346919,Area,5394.588456221745,Timer_IL2,up_il2,deg_myc
863.9999999999998,0.9035596449830009,Area,3896.4863380132683,Timer_IL2,up_il2,deg_myc
863.9999999999998,0.992597444253498,Area,2963.313794770203,Timer_IL2,up_il2,deg_myc
863.9999999999998,1.0904091299441696,Area,2413.412081698867,Timer_IL2,up_il2,deg_myc
863.9999999999998,1.197859290842528,Area,2122.3043188224456,Timer_IL2,up_il2,deg_myc
863.9999999999998,1.3158977133025576,Area,1989.678788751562,Timer_IL2,up_il2,deg_myc
863.9999999999998,1.4455677767102075,Area,1938.8975182162746,Timer_IL2,up_il2,deg_myc
863.9999999999998,1.5880156762476472,Area,1922.6787505881744,Timer_IL2,up_il2,deg_myc
863.9999999999998,1.7445005544792351,Area,1918.3664547878031,Timer_IL2,up_il2,deg_myc
863.9999999999998,1.9164056313155478,Area,1917.3601299208565,Timer_IL2,up_il2,deg_myc
863.9999999999998,2.1052504307367697,Area,1917.1769715645491,Timer_IL2,up_il2,deg_myc
863.9999999999998,2.3127042123513686,Area,1917.1313297162342,Timer_IL2,up_il2,deg_myc
863.9999999999998,2.540600726515909,Area,1917.1492656857029,Timer_IL2,up_il2,deg_myc
863.9999999999998,2.7909544234412076,Area,1917.1627466958985,Timer_IL2,up_il2,deg_myc
863.9999999999998,3.0659782595623315,Area,1917.1514211691574,Timer_IL2,up_il2,deg_myc
863.9999999999998,3.3681032585686306,Area,1917.1718159045902,Timer_IL2,up_il2,deg_myc
863.9999999999998,3.6999999999999997,Area,1917.1651678006983,Timer_IL2,up_il2,deg_myc
1042.66884151238,0.037,Area,33468150.1921056,Timer_IL2,up_il2,deg_myc
1042.66884151238,0.04064602225353966,Area,33468150.20370944,Timer_IL2,up_il2,deg_myc
1042.66884151238,0.044651327703655166,Area,33468150.178845316,Timer_IL2,up_il2,deg_myc
1042.66884151238,0.04905132052683402,Area,33468150.187544845,Timer_IL2,up_il2,deg_myc
1042.66884151238,0.053884893667546015,Area,33468150.1835758,Timer_IL2,up_il2,deg_myc
1042.66884151238,0.05919477262542415,Area,33468150.14936105,Timer_IL2,up_il2,deg_myc
1042.66884151238,0.06502789311962731,Area,33468150.171806917,Timer_IL2,up_il2,deg_myc
1042.66884151238,0.07143581596868023,Area,33468150.126894727,Timer_IL2,up_il2,deg_myc
1042.66884151238,0.07847518285304704,Area,33468150.065907247,Timer_IL2,up_il2,deg_myc
