index,readout,read_val,name,model_name,p_val,log2FC,xnorm,pname
112,Peak,1074.522938272473,IL2,thres,16.396551724137932,-0.0641207905474925,1.0968858131487889,beta_naive
113,Area,6032.941139043759,IL2,thres,16.396551724137932,-0.05639959122619097,1.0968858131487889,beta_naive
114,Peaktime,6.290314621449381,IL2,thres,16.396551724137932,-0.019288312607897533,1.0968858131487889,beta_naive
115,Decay,64.3,IL2,thres,16.396551724137932,-0.006715427365977823,1.0968858131487889,beta_naive
116,Peak,1071.3495733308255,IL2,thres,16.5,-0.06838777395575521,1.1038062283737025,beta_naive
117,Area,6017.307094544065,IL2,thres,16.5,-0.06014311097564719,1.1038062283737025,beta_naive
118,Peaktime,6.284948337442174,IL2,thres,16.5,-0.020519604839391418,1.1038062283737025,beta_naive
119,Decay,64.3,IL2,thres,16.5,-0.006715427365977823,1.1038062283737025,beta_naive
0,Peak,1239.7303207848781,IL2,thres,13.68,0.13987218353544534,0.903114186851211,beta_prec
1,Area,6846.320678166734,IL2,thres,13.68,0.12400569849515033,0.903114186851211,beta_prec
2,Peaktime,6.37163893955004,IL2,thres,13.68,5.469459049401113e-05,0.903114186851211,beta_prec
3,Decay,65.0,IL2,thres,13.68,0.008905553221891738,0.903114186851211,beta_prec
4,Peak,1230.8278875541296,IL2,thres,13.784827586206896,0.12947489613700983,0.9100346020761245,beta_prec
5,Area,6802.5158535019145,IL2,thres,13.784827586206896,0.11474524319557558,0.9100346020761245,beta_prec
6,Peaktime,6.371189163686515,IL2,thres,13.784827586206896,-4.714927066966467e-05,0.9100346020761245,beta_prec
7,Decay,65.0,IL2,thres,13.784827586206896,0.008905553221891738,0.9100346020761245,beta_prec
8,Peak,1222.0431732366628,IL2,thres,13.889655172413793,0.11914111368068554,0.916955017301038,beta_prec
9,Area,6759.2891279232135,IL2,thres,13.889655172413793,0.10554835621719524,0.916955017301038,beta_prec
10,Peaktime,6.370810624625516,IL2,thres,13.889655172413793,-0.00013286837839533963,0.916955017301038,beta_prec
11,Decay,64.9,IL2,thres,13.889655172413793,0.00668431330521369,0.916955017301038,beta_prec
12,Peak,1213.3791008196367,IL2,thres,13.99448275862069,0.10887622682709762,0.9238754325259515,beta_prec
13,Area,6716.651404380483,IL2,thres,13.99448275862069,0.09641898414409548,0.9238754325259515,beta_prec
14,Peaktime,6.370501163922724,IL2,thres,13.99448275862069,-0.00020294866977581578,0.9238754325259515,beta_prec
15,Decay,64.9,IL2,thres,13.99448275862069,0.00668431330521369,0.9238754325259515,beta_prec
16,Peak,1204.8263081157622,IL2,thres,14.099310344827586,0.09867103662691079,0.930795847750865,beta_prec
17,Area,6674.5601857826,IL2,thres,14.099310344827586,0.08734960428863699,0.930795847750865,beta_prec
18,Peaktime,6.370261111605596,IL2,thres,14.099310344827586,-0.00025731312302055577,0.930795847750865,beta_prec
19,Decay,64.9,IL2,thres,14.099310344827586,0.00668431330521369,0.930795847750865,beta_prec
20,Peak,1196.3884146225469,IL2,thres,14.204137931034483,0.08853170415511614,0.9377162629757785,beta_prec
21,Area,6633.030855099221,IL2,thres,14.204137931034483,0.07834506639064527,0.9377162629757785,beta_prec
22,Peaktime,6.37008857871878,IL2,thres,14.204137931034483,-0.0002963877710899455,0.9377162629757785,beta_prec
