cells,time,name,model_name,ID,dur
0.0,0.0,IL2,il2_menten_prolif,0,0.05
2.387653912205945e-07,0.01,IL2,il2_menten_prolif,0,0.05
3.7159907857375696e-06,0.02,IL2,il2_menten_prolif,0,0.05
1.8502819081742075e-05,0.03,IL2,il2_menten_prolif,0,0.05
5.7520738213224766e-05,0.04,IL2,il2_menten_prolif,0,0.05
0.00013814061923154896,0.05,IL2,il2_menten_prolif,0,0.05
0.00028179182800288754,0.06,IL2,il2_menten_prolif,0,0.05
0.0005135630389081164,0.07,IL2,il2_menten_prolif,0,0.05
0.0008618505967957689,0.08,IL2,il2_menten_prolif,0,0.05
0.0013580484751683686,0.09,IL2,il2_menten_prolif,0,0.05
0.002036217650761963,0.1,IL2,il2_menten_prolif,0,0.05
0.0029327822963643147,0.11,IL2,il2_menten_prolif,0,0.05
0.004086252709860594,0.12,IL2,il2_menten_prolif,0,0.05
0.005536975393579204,0.13,IL2,il2_menten_prolif,0,0.05
0.007326904637685352,0.14,IL2,il2_menten_prolif,0,0.05
0.009499397097290788,0.15,IL2,il2_menten_prolif,0,0.05
0.012099036574145803,0.16,IL2,il2_menten_prolif,0,0.05
0.015171485935938384,0.17,IL2,il2_menten_prolif,0,0.05
0.018763369981209737,0.18,IL2,il2_menten_prolif,0,0.05
0.022922201085991443,0.19,IL2,il2_menten_prolif,0,0.05
0.027696319744079875,0.2,IL2,il2_menten_prolif,0,0.05
0.03313485777690347,0.21,IL2,il2_menten_prolif,0,0.05
0.039287717709709326,0.22,IL2,il2_menten_prolif,0,0.05
0.04620556146477191,0.23,IL2,il2_menten_prolif,0,0.05
0.05393980014615599,0.24,IL2,il2_menten_prolif,0,0.05
0.06254258442920631,0.25,IL2,il2_menten_prolif,0,0.05
0.07206678225108099,0.26,IL2,il2_menten_prolif,0,0.05
0.08256594701615952,0.27,IL2,il2_menten_prolif,0,0.05
0.0940942743781377,0.28,IL2,il2_menten_prolif,0,0.05
0.10670654712165675,0.29,IL2,il2_menten_prolif,0,0.05
0.12045807051516998,0.3,IL2,il2_menten_prolif,0,0.05
0.13540459900280746,0.31,IL2,il2_menten_prolif,0,0.05
0.15160225589028614,0.32,IL2,il2_menten_prolif,0,0.05
0.16910745334476654,0.33,IL2,il2_menten_prolif,0,0.05
0.18797680491808094,0.34,IL2,il2_menten_prolif,0,0.05
0.208267043878289,0.35000000000000003,IL2,il2_menten_prolif,0,0.05
0.2300349530230928,0.36,IL2,il2_menten_prolif,0,0.05
0.25333728420572516,0.37,IL2,il2_menten_prolif,0,0.05
0.27823069336122536,0.38,IL2,il2_menten_prolif,0,0.05
0.3047716716896153,0.39,IL2,il2_menten_prolif,0,0.05
0.3330165009704243,0.4,IL2,il2_menten_prolif,0,0.05
0.36302119458021664,0.41000000000000003,IL2,il2_menten_prolif,0,0.05
0.39484146222366956,0.42,IL2,il2_menten_prolif,0,0.05
0.4285326697096422,0.43,IL2,il2_menten_prolif,0,0.05
0.4641498092564252,0.44,IL2,il2_menten_prolif,0,0.05
0.5017474787227852,0.45,IL2,il2_menten_prolif,0,0.05
0.5413798529269345,0.46,IL2,il2_menten_prolif,0,0.05
0.583100670460855,0.47000000000000003,IL2,il2_menten_prolif,0,0.05
0.6269632365804407,0.48,IL2,il2_menten_prolif,0,0.05
0.6730204142330425,0.49,IL2,il2_menten_prolif,0,0.05
0.7213245919883202,0.5,IL2,il2_menten_prolif,0,0.05
0.7719277156106514,0.51,IL2,il2_menten_prolif,0,0.05
0.8248812733498587,0.52,IL2,il2_menten_prolif,0,0.05
0.8802363061982043,0.53,IL2,il2_menten_prolif,0,0.05
0.9380434155931522,0.54,IL2,il2_menten_prolif,0,0.05
0.998352769696357,0.55,IL2,il2_menten_prolif,0,0.05
1.0612141177820553,0.56,IL2,il2_menten_prolif,0,0.05
1.1266767959838995,0.5700000000000001,IL2,il2_menten_prolif,0,0.05
1.1947897459163521,0.58,IL2,il2_menten_prolif,0,0.05
1.2656015272380359,0.59,IL2,il2_menten_prolif,0,0.05
1.3391603348239731,0.6,IL2,il2_menten_prolif,0,0.05
1.4155140143528813,0.61,IL2,il2_menten_prolif,0,0.05
1.4947100801634396,0.62,IL2,il2_menten_prolif,0,0.05
1.576795738467764,0.63,IL2,il2_menten_prolif,0,0.05
1.6618179036143554,0.64,IL2,il2_menten_prolif,0,0.05
1.7498232108411487,0.65,IL2,il2_menten_prolif,0,0.05
1.8408580483986505,0.66,IL2,il2_menten_prolif,0,0.05
1.9349685759296014,0.67,IL2,il2_menten_prolif,0,0.05
2.032200741164413,0.68,IL2,il2_menten_prolif,0,0.05
2.132600308086797,0.6900000000000001,IL2,il2_menten_prolif,0,0.05
2.2362128797601075,0.7000000000000001,IL2,il2_menten_prolif,0,0.05
2.3430839174873976,0.71,IL2,il2_menten_prolif,0,0.05
2.4532587672498813,0.72,IL2,il2_menten_prolif,0,0.05
2.566782685219169,0.73,IL2,il2_menten_prolif,0,0.05
2.683700859051216,0.74,IL2,il2_menten_prolif,0,0.05
