readout,read_val,name,model_name,p_val,log2FC,xnorm,pname
Peak,11.792045699809034,IL2_Timer,thres,0.0,0.0,,b
Area,19.658095309012452,IL2_Timer,thres,0.0,0.0,,b
Peaktime,2.14238982863841,IL2_Timer,thres,0.0,0.0,,b
Decay,11.52,IL2_Timer,thres,0.0,0.0,,b
Peak,41.88733925360214,IL2_Timer,thres,0.034482758620689655,1.828700224280784,inf,b
Area,213.43340918660746,IL2_Timer,thres,0.034482758620689655,3.4405905724603123,inf,b
Peaktime,3.2177189274408193,IL2_Timer,thres,0.034482758620689655,0.5868172936462748,inf,b
Decay,999.99,IL2_Timer,thres,0.034482758620689655,6.4397010459719555,inf,b
Peak,62.17679825730304,IL2_Timer,thres,0.06896551724137931,2.3985623075174045,inf,b
Area,388.60138032379416,IL2_Timer,thres,0.06896551724137931,4.305095575919236,inf,b
Peaktime,3.5353732152823545,IL2_Timer,thres,0.06896551724137931,0.7226415062987244,inf,b
Decay,999.99,IL2_Timer,thres,0.06896551724137931,6.4397010459719555,inf,b
Peak,77.57645863337302,IL2_Timer,thres,0.10344827586206896,2.71780489763112,inf,b
Area,554.5159493036815,IL2_Timer,thres,0.10344827586206896,4.818033507091219,inf,b
Peaktime,3.70362212445837,IL2_Timer,thres,0.10344827586206896,0.7897158935386266,inf,b
Decay,999.99,IL2_Timer,thres,0.10344827586206896,6.4397010459719555,inf,b
Peak,92.45700466987927,IL2_Timer,thres,0.13793103448275862,2.9709686036424903,inf,b
Area,719.4293890211352,IL2_Timer,thres,0.13793103448275862,5.193657645923141,inf,b
Peaktime,3.8328860521088526,IL2_Timer,thres,0.13793103448275862,0.8392100925368855,inf,b
Decay,999.99,IL2_Timer,thres,0.13793103448275862,6.4397010459719555,inf,b
Peak,104.70626414122266,IL2_Timer,thres,0.1724137931034483,3.1504618295059075,inf,b
Area,879.4538874968587,IL2_Timer,thres,0.1724137931034483,5.483412485182053,inf,b
Peaktime,3.91909706172324,IL2_Timer,thres,0.1724137931034483,0.8713002873205707,inf,b
Decay,999.99,IL2_Timer,thres,0.1724137931034483,6.4397010459719555,inf,b
Peak,116.91212598452324,IL2_Timer,thres,0.20689655172413793,3.309538646416083,inf,b
Area,1039.248234225717,IL2_Timer,thres,0.20689655172413793,5.724272942076477,inf,b
Peaktime,3.9921741352628164,IL2_Timer,thres,0.20689655172413793,0.897953634836401,inf,b
Decay,999.99,IL2_Timer,thres,0.20689655172413793,6.4397010459719555,inf,b
Peak,127.82913322805287,IL2_Timer,thres,0.24137931034482757,3.438330749088766,inf,b
Area,1196.7501888450838,IL2_Timer,thres,0.24137931034482757,5.9278546790904985,inf,b
Peaktime,4.04855195655771,IL2_Timer,thres,0.24137931034482757,0.9181849759312745,inf,b
Decay,999.99,IL2_Timer,thres,0.24137931034482757,6.4397010459719555,inf,b
Peak,139.63455932386222,IL2_Timer,thres,0.27586206896551724,3.565770124590613,inf,b
Area,1355.7380511417298,IL2_Timer,thres,0.27586206896551724,6.107811100529596,inf,b
Peaktime,4.103311610432006,IL2_Timer,thres,0.27586206896551724,0.9375677020418838,inf,b
Decay,999.99,IL2_Timer,thres,0.27586206896551724,6.4397010459719555,inf,b
Peak,150.0827105711958,IL2_Timer,thres,0.3103448275862069,3.6698718632166774,inf,b
Area,1512.3076205166242,IL2_Timer,thres,0.3103448275862069,6.265484275316341,inf,b
Peaktime,4.14532089974457,IL2_Timer,thres,0.3103448275862069,0.9522627723553587,inf,b
Decay,999.99,IL2_Timer,thres,0.3103448275862069,6.4397010459719555,inf,b
Peak,161.61263023503213,IL2_Timer,thres,0.3448275862068966,3.776654025168291,inf,b
Area,1670.8536254150126,IL2_Timer,thres,0.3448275862068966,6.409317997486001,inf,b
Peaktime,4.1905342198839275,IL2_Timer,thres,0.3448275862068966,0.9679131577055672,inf,b
Decay,999.99,IL2_Timer,thres,0.3448275862068966,6.4397010459719555,inf,b
Peak,170.2224687057479,IL2_Timer,thres,0.3793103448275862,3.851535553942226,inf,b
Area,1823.8958856971185,IL2_Timer,thres,0.3793103448275862,6.535756023194583,inf,b
