cells,time,name,model_name
0.0,0.0,1.0,null_model
4.457559310093423e-07,0.1,1.0,null_model
0.0001859920008318547,0.2,1.0,null_model
0.0044099527312771196,0.30000000000000004,1.0,null_model
0.03252897477174186,0.4,1.0,null_model
0.1273122351476268,0.5,1.0,null_model
0.33569606720398193,0.6000000000000001,1.0,null_model
0.6780162347529183,0.7000000000000001,1.0,null_model
1.1335029422460545,0.8,1.0,null_model
1.6503670138272568,0.9,1.0,null_model
2.168281156233625,1.0,1.0,null_model
2.6379574558736474,1.1,1.0,null_model
3.030431378067538,1.2000000000000002,1.0,null_model
3.336752513506835,1.3,1.0,null_model
3.56240253151314,1.4000000000000001,1.0,null_model
3.720585366271007,1.5,1.0,null_model
3.826806769339319,1.6,1.0,null_model
3.89550134835459,1.7000000000000002,1.0,null_model
3.938475827631638,1.8,1.0,null_model
3.964578084137097,1.9000000000000001,1.0,null_model
3.980019130223073,2.0,1.0,null_model
3.9889390413777064,2.1,1.0,null_model
3.993982536194502,2.2,1.0,null_model
3.9967795246530664,2.3000000000000003,1.0,null_model
3.9983039668353904,2.4000000000000004,1.0,null_model
3.999122401214223,2.5,1.0,null_model
3.999556675211531,2.6,1.0,null_model
3.9997858425022024,2.7,1.0,null_model
3.9999076873342325,2.8000000000000003,1.0,null_model
3.999974807112751,2.9000000000000004,1.0,null_model
4.000015121955954,3.0,1.0,null_model
4.000043326550739,3.1,1.0,null_model
4.000067143224695,3.2,1.0,null_model
4.000090663506825,3.3000000000000003,1.0,null_model
4.000116102690467,3.4000000000000004,1.0,null_model
4.000144717145363,3.5,1.0,null_model
4.000177237497088,3.6,1.0,null_model
4.000214139350666,3.7,1.0,null_model
4.000255742128873,3.8000000000000003,1.0,null_model
4.000302217469533,3.9000000000000004,1.0,null_model
4.000353701267848,4.0,1.0,null_model
4.0004102148458305,4.1000000000000005,1.0,null_model
4.000471726646122,4.2,1.0,null_model
4.000538139711724,4.3,1.0,null_model
4.000609295558522,4.4,1.0,null_model
4.000684977505245,4.5,1.0,null_model
4.000764916578604,4.6000000000000005,1.0,null_model
4.000848796196404,4.7,1.0,null_model
4.00093625906821,4.800000000000001,1.0,null_model
4.001026913822608,4.9,1.0,null_model
4.001120341604219,5.0,1.0,null_model
4.001216102877463,5.1000000000000005,1.0,null_model
4.001313747670358,5.2,1.0,null_model
4.00141281914752,5.300000000000001,1.0,null_model
4.001512856661113,5.4,1.0,null_model
4.00161340706882,5.5,1.0,null_model
4.001714040688313,5.6000000000000005,1.0,null_model
4.0018143385254845,5.7,1.0,null_model
4.001913870189684,5.800000000000001,1.0,null_model
4.002012285766252,5.9,1.0,null_model
4.002109230544993,6.0,1.0,null_model
4.002204381884434,6.1000000000000005,1.0,null_model
4.002297451536645,6.2,1.0,null_model
4.002388182389189,6.300000000000001,1.0,null_model
4.002476349595686,6.4,1.0,null_model
4.002561760551746,6.5,1.0,null_model
4.002644255117977,6.6000000000000005,1.0,null_model
4.002723702332051,6.7,1.0,null_model
4.002800001578879,6.800000000000001,1.0,null_model
4.002873081685753,6.9,1.0,null_model
4.002942897894621,7.0,1.0,null_model
4.0030094306978325,7.1000000000000005,1.0,null_model
4.003072679100513,7.2,1.0,null_model
4.003132659011722,7.300000000000001,1.0,null_model
4.00318939828837,7.4,1.0,null_model
4.003242952899495,7.5,1.0,null_model
4.003293409052546,7.6000000000000005,1.0,null_model
4.003340850173864,7.7,1.0,null_model
4.0033853563629105,7.800000000000001,1.0,null_model
4.003427030815862,7.9,1.0,null_model
4.003465978941259,8.0,1.0,null_model
4.0035023131577825,8.1,1.0,null_model
4.003536142539105,8.200000000000001,1.0,null_model
4.003567589860561,8.3,1.0,null_model
4.003596773378593,8.4,1.0,null_model
4.0036238109564914,8.5,1.0,null_model
4.003648820876088,8.6,1.0,null_model
4.003671919602688,8.700000000000001,1.0,null_model
4.003693221185538,8.8,1.0,null_model
4.003712837308484,8.9,1.0,null_model
4.003730875792655,9.0,1.0,null_model
4.003747441093361,9.1,1.0,null_model
4.003762633104453,9.200000000000001,1.0,null_model
4.003776547973323,9.3,1.0,null_model
4.003789277822476,9.4,1.0,null_model
4.003800910605694,9.5,1.0,null_model
4.003811529580797,9.600000000000001,1.0,null_model
4.003821213223817,9.700000000000001,1.0,null_model
4.003830034040251,9.8,1.0,null_model
4.003838056662214,9.9,1.0,null_model
0.0,0.0,1.1721022975334803,null_model
4.4575593100934214e-07,0.1,1.1721022975334803,null_model
0.00018599200083185477,0.2,1.1721022975334803,null_model
0.0044099527312771196,0.30000000000000004,1.1721022975334803,null_model
0.03252897477174194,0.4,1.1721022975334803,null_model
0.12731223514763043,0.5,1.1721022975334803,null_model
0.3356960672040633,0.6000000000000001,1.1721022975334803,null_model
0.678016234753957,0.7000000000000001,1.1721022975334803,null_model
1.1335029422549063,0.8,1.1721022975334803,null_model
1.6503670138826756,0.9,1.1721022975334803,null_model
2.1682811561862207,1.0,1.1721022975334803,null_model
2.6379574560587926,1.1,1.1721022975334803,null_model
3.030431381385441,1.2000000000000002,1.1721022975334803,null_model
3.3367525270726492,1.3,1.1721022975334803,null_model
3.562402562192879,1.4000000000000001,1.1721022975334803,null_model
3.7205854426888854,1.5,1.1721022975334803,null_model
3.8268069430031755,1.6,1.1721022975334803,null_model
3.895501708432427,1.7000000000000002,1.1721022975334803,null_model
3.938476536065408,1.8,1.1721022975334803,null_model
3.964579406874825,1.9000000000000001,1.1721022975334803,null_model
3.980021474818737,2.0,1.1721022975334803,null_model
3.9889430134072357,2.1,1.1721022975334803,null_model
3.993988994806386,2.2,1.1721022975334803,null_model
3.9967896509632133,2.3000000000000003,1.1721022975334803,null_model
3.998319353886716,2.4000000000000004,1.1721022975334803,null_model
3.999145102489773,2.5,1.1721022975334803,null_model
3.9995892484228497,2.6,1.1721022975334803,null_model
3.9998314259442433,2.7,1.1721022975334803,null_model
3.999970046881796,2.8000000000000003,1.1721022975334803,null_model
4.000058324749463,2.9000000000000004,1.1721022975334803,null_model
4.000124812072685,3.0,1.1721022975334803,null_model
4.000184823992594,3.1,1.1721022975334803,null_model
4.000246658455031,3.2,1.1721022975334803,null_model
4.0003149181794635,3.3000000000000003,1.1721022975334803,null_model
4.000392259010207,3.4000000000000004,1.1721022975334803,null_model
4.000480253657854,3.5,1.1721022975334803,null_model
4.000579886403359,3.6,1.1721022975334803,null_model
4.000691714004234,3.7,1.1721022975334803,null_model
4.00081604710325,3.8000000000000003,1.1721022975334803,null_model
4.000952910461063,3.9000000000000004,1.1721022975334803,null_model
4.001102164885694,4.0,1.1721022975334803,null_model
4.001263453066051,4.1000000000000005,1.1721022975334803,null_model
4.001436248223443,4.2,1.1721022975334803,null_model
4.001619862778405,4.3,1.1721022975334803,null_model
4.001813468029835,4.4,1.1721022975334803,null_model
4.002016108590452,4.5,1.1721022975334803,null_model
4.002226730273733,4.6000000000000005,1.1721022975334803,null_model
4.0024441962553325,4.7,1.1721022975334803,null_model
4.002667310254502,4.800000000000001,1.1721022975334803,null_model
4.002894848186279,4.9,1.1721022975334803,null_model
4.003125575910223,5.0,1.1721022975334803,null_model
4.003358247282405,5.1000000000000005,1.1721022975334803,null_model
